Einheit,Zivilstand,Anzahl,Typ
Domat/Ems,Verheiratet,3642,Gemeinde
Domat/Ems,Verwitwet,354,Gemeinde
Domat/Ems,Geschieden,583,Gemeinde
Rhäzüns,Ledig,595,Gemeinde
Rhäzüns,Verheiratet,670,Gemeinde
Rhäzüns,Verwitwet,63,Gemeinde
Rhäzüns,Geschieden,97,Gemeinde
Felsberg,Ledig,1076,Gemeinde
Felsberg,Verheiratet,1166,Gemeinde
Felsberg,Verwitwet,80,Gemeinde
Felsberg,Geschieden,154,Gemeinde
Flims,Ledig,1169,Gemeinde
Flims,Verheiratet,1198,Gemeinde
Flims,Verwitwet,145,Gemeinde
Flims,Geschieden,185,Gemeinde
Tamins,Ledig,479,Gemeinde
Tamins,Verheiratet,539,Gemeinde
Tamins,Verwitwet,46,Gemeinde
Tamins,Geschieden,110,Gemeinde
Trin,Ledig,542,Gemeinde
Trin,Verheiratet,617,Gemeinde
Trin,Verwitwet,58,Gemeinde
Trin,Geschieden,106,Gemeinde
Bezirk Inn,Ledig,3788,Bezirk
Bezirk Inn,Verheiratet,4484,Bezirk
Bezirk Inn,Verwitwet,565,Bezirk
Bezirk Inn,Geschieden,639,Bezirk
Zernez,Ledig,579,Gemeinde
Zernez,Verheiratet,789,Gemeinde
Zernez,Verwitwet,79,Gemeinde
Zernez,Geschieden,123,Gemeinde
Samnaun,Ledig,378,Gemeinde
Samnaun,Verheiratet,317,Gemeinde
Samnaun,Verwitwet,38,Gemeinde
Samnaun,Geschieden,40,Gemeinde
Scuol,Ledig,1863,Gemeinde
Scuol,Verheiratet,2211,Gemeinde
Scuol,Verwitwet,280,Gemeinde
Scuol,Geschieden,336,Gemeinde
Valsot,Ledig,362,Gemeinde
Valsot,Verheiratet,449,Gemeinde
Valsot,Verwitwet,51,Gemeinde
Valsot,Geschieden,42,Gemeinde
Val Müstair,Ledig,606,Gemeinde
Val Müstair,Verheiratet,718,Gemeinde
Val Müstair,Verwitwet,117,Gemeinde
Val Müstair,Geschieden,98,Gemeinde
Bezirk Landquart,Ledig,10879,Bezirk
Bezirk Landquart,Verheiratet,11598,Bezirk
Bezirk Landquart,Verwitwet,1135,Bezirk
Bezirk Landquart,Geschieden,1943,Bezirk
Haldenstein,Ledig,479,Gemeinde
Haldenstein,Verheiratet,430,Gemeinde
Haldenstein,Verwitwet,39,Gemeinde
Haldenstein,Geschieden,75,Gemeinde
Trimmis,Ledig,1375,Gemeinde
Trimmis,Verheiratet,1479,Gemeinde
Trimmis,Verwitwet,94,Gemeinde
Trimmis,Geschieden,240,Gemeinde
Untervaz,Ledig,1086,Gemeinde
Untervaz,Verheiratet,1096,Gemeinde
Untervaz,Verwitwet,100,Gemeinde
Untervaz,Geschieden,163,Gemeinde
Zizers,Ledig,1427,Gemeinde
Zizers,Verheiratet,1525,Gemeinde
Zizers,Verwitwet,170,Gemeinde
Zizers,Geschieden,239,Gemeinde
Fläsch,Ledig,324,Gemeinde
Fläsch,Verheiratet,306,Gemeinde
Fläsch,Verwitwet,26,Gemeinde
Fläsch,Geschieden,57,Gemeinde
Jenins,Ledig,426,Gemeinde
Jenins,Verheiratet,391,Gemeinde
Jenins,Verwitwet,40,Gemeinde
Jenins,Geschieden,55,Gemeinde
Maienfeld,Ledig,1204,Gemeinde
Maienfeld,Verheiratet,1180,Gemeinde
Maienfeld,Verwitwet,158,Gemeinde
Maienfeld,Geschieden,225,Gemeinde
Malans,Ledig,992,Gemeinde
Malans,Verheiratet,1057,Gemeinde
Malans,Verwitwet,93,Gemeinde
Malans,Geschieden,182,Gemeinde
Landquart,Ledig,3566,Gemeinde
Landquart,Verheiratet,4134,Gemeinde
Landquart,Verwitwet,415,Gemeinde
Landquart,Geschieden,707,Gemeinde
Bezirk Maloja / Distretto di Maloggia,Ledig,7768,Bezirk
Bezirk Maloja / Distretto di Maloggia,Verheiratet,8619,Bezirk
Bezirk Maloja / Distretto di Maloggia,Verwitwet,922,Bezirk
Bezirk Maloja / Distretto di Maloggia,Geschieden,1388,Bezirk
Bever,Ledig,253,Gemeinde
Bever,Verheiratet,296,Gemeinde
Bever,Verwitwet,25,Gemeinde
Bever,Geschieden,53,Gemeinde
Celerina/Schlarigna,Ledig,623,Gemeinde
Celerina/Schlarigna,Verheiratet,751,Gemeinde
Celerina/Schlarigna,Verwitwet,61,Gemeinde
Celerina/Schlarigna,Geschieden,99,Gemeinde
Madulain,Ledig,86,Gemeinde
Madulain,Verheiratet,116,Gemeinde
Madulain,Verwitwet,8,Gemeinde
Madulain,Geschieden,19,Gemeinde
Pontresina,Ledig,888,Gemeinde
Pontresina,Verheiratet,1049,Gemeinde
Pontresina,Verwitwet,88,Gemeinde
Pontresina,Geschieden,141,Gemeinde
La Punt-Chamues-ch,Ledig,301,Gemeinde
La Punt-Chamues-ch,Verheiratet,342,Gemeinde
La Punt-Chamues-ch,Verwitwet,35,Gemeinde
La Punt-Chamues-ch,Geschieden,71,Gemeinde
Samedan,Ledig,1318,Gemeinde
Samedan,Verheiratet,1328,Gemeinde
Samedan,Verwitwet,148,Gemeinde
Samedan,Geschieden,202,Gemeinde
St. Moritz,Ledig,2097,Gemeinde
St. Moritz,Verheiratet,2305,Gemeinde
St. Moritz,Verwitwet,250,Gemeinde
St. Moritz,Geschieden,415,Gemeinde
S-chanf,Ledig,280,Gemeinde
S-chanf,Verheiratet,322,Gemeinde
S-chanf,Verwitwet,32,Gemeinde
S-chanf,Geschieden,63,Gemeinde
Sils im Engadin/Segl,Ledig,299,Gemeinde
Sils im Engadin/Segl,Verheiratet,381,Gemeinde
Sils im Engadin/Segl,Verwitwet,37,Gemeinde
Sils im Engadin/Segl,Geschieden,44,Gemeinde
Silvaplana,Ledig,451,Gemeinde
Silvaplana,Verheiratet,480,Gemeinde
Silvaplana,Verwitwet,54,Gemeinde
Silvaplana,Geschieden,101,Gemeinde
Zuoz,Ledig,564,Gemeinde
Zuoz,Verheiratet,523,Gemeinde
Zuoz,Verwitwet,60,Gemeinde
Zuoz,Geschieden,102,Gemeinde
Bregaglia,Ledig,608,Gemeinde
Bregaglia,Verheiratet,726,Gemeinde
Bregaglia,Verwitwet,124,Gemeinde
Bregaglia,Geschieden,78,Gemeinde
Distretto di Moesa,Ledig,3347,Bezirk
Distretto di Moesa,Verheiratet,3875,Bezirk
Distretto di Moesa,Verwitwet,543,Bezirk
Distretto di Moesa,Geschieden,660,Bezirk
Buseno,Ledig,33,Gemeinde
Buseno,Verheiratet,40,Gemeinde
Buseno,Verwitwet,11,Gemeinde
Buseno,Geschieden,8,Gemeinde
Castaneda,Ledig,119,Gemeinde
Castaneda,Verheiratet,106,Gemeinde
Castaneda,Verwitwet,18,Gemeinde
Castaneda,Geschieden,23,Gemeinde
Rossa,Ledig,38,Gemeinde
Rossa,Verheiratet,79,Gemeinde
Rossa,Verwitwet,16,Gemeinde
Rossa,Geschieden,14,Gemeinde
Santa Maria in Calanca,Ledig,33,Gemeinde
Santa Maria in Calanca,Verheiratet,46,Gemeinde
Santa Maria in Calanca,Verwitwet,10,Gemeinde
Santa Maria in Calanca,Geschieden,13,Gemeinde
Lostallo,Ledig,300,Gemeinde
Lostallo,Verheiratet,364,Gemeinde
Lostallo,Verwitwet,50,Gemeinde
Lostallo,Geschieden,53,Gemeinde
Mesocco,Ledig,545,Gemeinde
Mesocco,Verheiratet,605,Gemeinde
Mesocco,Verwitwet,99,Gemeinde
Mesocco,Geschieden,100,Gemeinde
Soazza,Ledig,132,Gemeinde
Soazza,Verheiratet,165,Gemeinde
Soazza,Verwitwet,26,Gemeinde
Soazza,Geschieden,24,Gemeinde
Cama,Ledig,239,Gemeinde
Cama,Verheiratet,256,Gemeinde
Cama,Verwitwet,26,Gemeinde
Cama,Geschieden,50,Gemeinde
Grono,Ledig,385,Gemeinde
Grono,Verheiratet,507,Gemeinde
Grono,Verwitwet,56,Gemeinde
Grono,Geschieden,72,Gemeinde
Leggia,Ledig,61,Gemeinde
Leggia,Verheiratet,58,Gemeinde
Leggia,Verwitwet,7,Gemeinde
Leggia,Geschieden,12,Gemeinde
Roveredo (GR),Ledig,1008,Gemeinde
Roveredo (GR),Verheiratet,1154,Gemeinde
Roveredo (GR),Verwitwet,154,Gemeinde
Roveredo (GR),Geschieden,194,Gemeinde
San Vittore,Ledig,310,Gemeinde
San Vittore,Verheiratet,353,Gemeinde
San Vittore,Verwitwet,46,Gemeinde
San Vittore,Geschieden,57,Gemeinde
Verdabbio,Ledig,71,Gemeinde
Verdabbio,Verheiratet,72,Gemeinde
Verdabbio,Verwitwet,9,Gemeinde
Verdabbio,Geschieden,11,Gemeinde
Calanca,Ledig,73,Gemeinde
Calanca,Verheiratet,70,Gemeinde
Calanca,Verwitwet,15,Gemeinde
Calanca,Geschieden,29,Gemeinde
Bezirk Plessur,Ledig,18115,Bezirk
Bezirk Plessur,Verheiratet,16387,Bezirk
Bezirk Plessur,Verwitwet,2276,Bezirk
Bezirk Plessur,Geschieden,3924,Bezirk
Chur,Ledig,15557,Gemeinde
Chur,Verheiratet,13722,Gemeinde
Chur,Verwitwet,1948,Gemeinde
Chur,Geschieden,3423,Gemeinde
Churwalden,Ledig,879,Gemeinde
Churwalden,Verheiratet,870,Gemeinde
Churwalden,Verwitwet,123,Gemeinde
Churwalden,Geschieden,155,Gemeinde
Arosa,Ledig,1367,Gemeinde
Arosa,Verheiratet,1406,Gemeinde
Arosa,Verwitwet,157,Gemeinde
Arosa,Geschieden,275,Gemeinde
Maladers,Ledig,192,Gemeinde
Maladers,Verheiratet,246,Gemeinde
Maladers,Verwitwet,26,Gemeinde
Maladers,Geschieden,42,Gemeinde
Tschiertschen-Praden,Ledig,120,Gemeinde
Tschiertschen-Praden,Verheiratet,143,Gemeinde
Tschiertschen-Praden,Verwitwet,22,Gemeinde
Tschiertschen-Praden,Geschieden,29,Gemeinde
Bezirk Prättigau-Davos,Ledig,11323,Bezirk
Bezirk Prättigau-Davos,Verheiratet,11595,Bezirk
Bezirk Prättigau-Davos,Verwitwet,1435,Bezirk
Bezirk Prättigau-Davos,Geschieden,1904,Bezirk
Davos,Ledig,5099,Gemeinde
Davos,Verheiratet,4666,Gemeinde
Davos,Verwitwet,550,Gemeinde
Davos,Geschieden,794,Gemeinde
Fideris,Ledig,259,Gemeinde
Fideris,Verheiratet,270,Gemeinde
Fideris,Verwitwet,42,Gemeinde
Fideris,Geschieden,29,Gemeinde
Furna,Ledig,91,Gemeinde
Furna,Verheiratet,99,Gemeinde
Furna,Verwitwet,11,Gemeinde
Furna,Geschieden,8,Gemeinde
Jenaz,Ledig,453,Gemeinde
Jenaz,Verheiratet,540,Gemeinde
Jenaz,Verwitwet,78,Gemeinde
Jenaz,Geschieden,92,Gemeinde
Klosters-Serneus,Ledig,1508,Gemeinde
Klosters-Serneus,Verheiratet,1768,Gemeinde
Klosters-Serneus,Verwitwet,231,Gemeinde
Klosters-Serneus,Geschieden,301,Gemeinde
Conters im Prättigau,Ledig,87,Gemeinde
Conters im Prättigau,Verheiratet,97,Gemeinde
Conters im Prättigau,Verwitwet,10,Gemeinde
Conters im Prättigau,Geschieden,21,Gemeinde
Küblis,Ledig,355,Gemeinde
Küblis,Verheiratet,390,Gemeinde
Küblis,Verwitwet,47,Gemeinde
Küblis,Geschieden,66,Gemeinde
Saas,Ledig,284,Gemeinde
Saas,Verheiratet,319,Gemeinde
Saas,Verwitwet,56,Gemeinde
Saas,Geschieden,70,Gemeinde
Luzein,Ledig,492,Gemeinde
Luzein,Verheiratet,553,Gemeinde
Luzein,Verwitwet,79,Gemeinde
Luzein,Geschieden,94,Gemeinde
St. Antönien,Ledig,140,Gemeinde
St. Antönien,Verheiratet,167,Gemeinde
St. Antönien,Verwitwet,16,Gemeinde
St. Antönien,Geschieden,8,Gemeinde
Grüsch,Ledig,815,Gemeinde
Grüsch,Verheiratet,921,Gemeinde
Grüsch,Verwitwet,103,Gemeinde
Grüsch,Geschieden,145,Gemeinde
Schiers,Ledig,1147,Gemeinde
Schiers,Verheiratet,1164,Gemeinde
Schiers,Verwitwet,147,Gemeinde
Schiers,Geschieden,185,Gemeinde
Seewis im Prättigau,Ledig,593,Gemeinde
Seewis im Prättigau,Verheiratet,641,Gemeinde
Seewis im Prättigau,Verwitwet,65,Gemeinde
Seewis im Prättigau,Geschieden,91,Gemeinde
Bezirk Surselva,Ledig,9012,Bezirk
Bezirk Surselva,Verheiratet,9716,Bezirk
Bezirk Surselva,Verwitwet,1360,Bezirk
Bezirk Surselva,Geschieden,1236,Bezirk
Falera,Ledig,244,Gemeinde
Falera,Verheiratet,326,Gemeinde
Falera,Verwitwet,18,Gemeinde
Falera,Geschieden,26,Gemeinde
Laax,Ledig,718,Gemeinde
Laax,Verheiratet,712,Gemeinde
Laax,Verwitwet,54,Gemeinde
Laax,Geschieden,133,Gemeinde
Sagogn,Ledig,297,Gemeinde
Sagogn,Verheiratet,317,Gemeinde
Sagogn,Verwitwet,39,Gemeinde
Sagogn,Geschieden,36,Gemeinde
Schluein,Ledig,287,Gemeinde
Schluein,Verheiratet,263,Gemeinde
Schluein,Verwitwet,36,Gemeinde
Schluein,Geschieden,30,Gemeinde
Vals,Ledig,423,Gemeinde
Vals,Verheiratet,456,Gemeinde
Vals,Verwitwet,73,Gemeinde
Vals,Geschieden,38,Gemeinde
Andiast,Ledig,84,Gemeinde
Andiast,Verheiratet,98,Gemeinde
Andiast,Verwitwet,14,Gemeinde
Andiast,Geschieden,7,Gemeinde
Obersaxen,Ledig,343,Gemeinde
Obersaxen,Verheiratet,387,Gemeinde
Obersaxen,Verwitwet,59,Gemeinde
Obersaxen,Geschieden,40,Gemeinde
Waltensburg/Vuorz,Ledig,135,Gemeinde
Waltensburg/Vuorz,Verheiratet,150,Gemeinde
Waltensburg/Vuorz,Verwitwet,26,Gemeinde
Waltensburg/Vuorz,Geschieden,27,Gemeinde
Mundaun,Ledig,117,Gemeinde
Mundaun,Verheiratet,152,Gemeinde
Mundaun,Verwitwet,23,Gemeinde
Mundaun,Geschieden,25,Gemeinde
Lumnezia,Ledig,844,Gemeinde
Lumnezia,Verheiratet,958,Gemeinde
Lumnezia,Verwitwet,158,Gemeinde
Lumnezia,Geschieden,99,Gemeinde
Ilanz/Glion,Ledig,2061,Gemeinde
Ilanz/Glion,Verheiratet,2045,Gemeinde
Ilanz/Glion,Verwitwet,276,Gemeinde
Ilanz/Glion,Geschieden,313,Gemeinde
Safiental,Ledig,380,Gemeinde
Safiental,Verheiratet,406,Gemeinde
Safiental,Verwitwet,55,Gemeinde
Safiental,Geschieden,55,Gemeinde
Breil/Brigels,Ledig,526,Gemeinde
Breil/Brigels,Verheiratet,585,Gemeinde
Breil/Brigels,Verwitwet,79,Gemeinde
Breil/Brigels,Geschieden,68,Gemeinde
Disentis/Mustér,Ledig,866,Gemeinde
Disentis/Mustér,Verheiratet,972,Gemeinde
Disentis/Mustér,Verwitwet,140,Gemeinde
Disentis/Mustér,Geschieden,92,Gemeinde
Medel (Lucmagn),Ledig,170,Gemeinde
Medel (Lucmagn),Verheiratet,178,Gemeinde
Medel (Lucmagn),Verwitwet,29,Gemeinde
Medel (Lucmagn),Geschieden,12,Gemeinde
Sumvitg,Ledig,480,Gemeinde
Sumvitg,Verheiratet,593,Gemeinde
Sumvitg,Verwitwet,92,Gemeinde
Sumvitg,Geschieden,53,Gemeinde
Tujetsch,Ledig,528,Gemeinde
Tujetsch,Verheiratet,599,Gemeinde
Tujetsch,Verwitwet,89,Gemeinde
Tujetsch,Geschieden,108,Gemeinde
Trun,Ledig,509,Gemeinde
Trun,Verheiratet,519,Gemeinde
Trun,Verwitwet,100,Gemeinde
Trun,Geschieden,74,Gemeinde
Aargau,Ledig,276123,Kanton
Aargau,Verheiratet,296940,Kanton
Aargau,Verwitwet,29873,Kanton
Aargau,Geschieden,50715,Kanton
Bezirk Aarau,Ledig,32861,Bezirk
Bezirk Aarau,Verheiratet,32735,Bezirk
Bezirk Aarau,Verwitwet,3783,Bezirk
Bezirk Aarau,Geschieden,5814,Bezirk
Aarau,Ledig,10089,Gemeinde
Aarau,Verheiratet,7709,Gemeinde
Aarau,Verwitwet,1083,Gemeinde
Aarau,Geschieden,1829,Gemeinde
Biberstein,Ledig,547,Gemeinde
Biberstein,Verheiratet,723,Gemeinde
Biberstein,Verwitwet,71,Gemeinde
Biberstein,Geschieden,136,Gemeinde
Buchs (AG),Ledig,3478,Gemeinde
Buchs (AG),Verheiratet,3337,Gemeinde
Buchs (AG),Verwitwet,376,Gemeinde
Buchs (AG),Geschieden,539,Gemeinde
Densbüren,Ledig,285,Gemeinde
Densbüren,Verheiratet,337,Gemeinde
Densbüren,Verwitwet,37,Gemeinde
Densbüren,Geschieden,43,Gemeinde
Erlinsbach (AG),Ledig,1531,Gemeinde
Erlinsbach (AG),Verheiratet,1975,Gemeinde
Erlinsbach (AG),Verwitwet,202,Gemeinde
Erlinsbach (AG),Geschieden,265,Gemeinde
Gränichen,Ledig,3000,Gemeinde
Gränichen,Verheiratet,3508,Gemeinde
Gränichen,Verwitwet,366,Gemeinde
Gränichen,Geschieden,558,Gemeinde
Hirschthal,Ledig,682,Gemeinde
Hirschthal,Verheiratet,686,Gemeinde
Hirschthal,Verwitwet,67,Gemeinde
Hirschthal,Geschieden,136,Gemeinde
Küttigen,Ledig,2529,Gemeinde
Küttigen,Verheiratet,2739,Gemeinde
Küttigen,Verwitwet,290,Gemeinde
Küttigen,Geschieden,471,Gemeinde
Muhen,Ledig,1587,Gemeinde
Muhen,Verheiratet,1783,Gemeinde
Muhen,Verwitwet,190,Gemeinde
Muhen,Geschieden,271,Gemeinde
Oberentfelden,Ledig,3099,Gemeinde
Oberentfelden,Verheiratet,3643,Gemeinde
Oberentfelden,Verwitwet,400,Gemeinde
Oberentfelden,Geschieden,572,Gemeinde
Suhr,Ledig,4378,Gemeinde
Suhr,Verheiratet,4363,Gemeinde
Suhr,Verwitwet,457,Gemeinde
Suhr,Geschieden,706,Gemeinde
Unterentfelden,Ledig,1656,Gemeinde
Unterentfelden,Verheiratet,1932,Gemeinde
Unterentfelden,Verwitwet,244,Gemeinde
Unterentfelden,Geschieden,288,Gemeinde
Bezirk Baden,Ledig,60226,Bezirk
Bezirk Baden,Verheiratet,62819,Bezirk
Bezirk Baden,Verwitwet,6059,Bezirk
Bezirk Baden,Geschieden,10994,Bezirk
Baden,Ledig,9390,Gemeinde
Baden,Verheiratet,7371,Gemeinde
Baden,Verwitwet,744,Gemeinde
Baden,Geschieden,1506,Gemeinde
Bellikon,Ledig,622,Gemeinde
Bellikon,Verheiratet,725,Gemeinde
Bellikon,Verwitwet,52,Gemeinde
Bellikon,Geschieden,149,Gemeinde
Bergdietikon,Ledig,1020,Gemeinde
Bergdietikon,Verheiratet,1298,Gemeinde
Bergdietikon,Verwitwet,134,Gemeinde
Bergdietikon,Geschieden,230,Gemeinde
Birmenstorf (AG),Ledig,1258,Gemeinde
Birmenstorf (AG),Verheiratet,1355,Gemeinde
Birmenstorf (AG),Verwitwet,128,Gemeinde
Birmenstorf (AG),Geschieden,181,Gemeinde
Ennetbaden,Ledig,1516,Gemeinde
Ennetbaden,Verheiratet,1500,Gemeinde
Ennetbaden,Verwitwet,109,Gemeinde
Ennetbaden,Geschieden,199,Gemeinde
Fislisbach,Ledig,2313,Gemeinde
Fislisbach,Verheiratet,2515,Gemeinde
Fislisbach,Verwitwet,264,Gemeinde
Fislisbach,Geschieden,464,Gemeinde
Freienwil,Ledig,453,Gemeinde
Freienwil,Verheiratet,425,Gemeinde
Freienwil,Verwitwet,40,Gemeinde
Freienwil,Geschieden,62,Gemeinde
Gebenstorf,Ledig,2040,Gemeinde
Gebenstorf,Verheiratet,2340,Gemeinde
Gebenstorf,Verwitwet,217,Gemeinde
Gebenstorf,Geschieden,378,Gemeinde
Killwangen,Ledig,773,Gemeinde
Killwangen,Verheiratet,997,Gemeinde
Killwangen,Verwitwet,60,Gemeinde
Killwangen,Geschieden,130,Gemeinde
Künten,Ledig,714,Gemeinde
Künten,Verheiratet,767,Gemeinde
Künten,Verwitwet,47,Gemeinde
Künten,Geschieden,143,Gemeinde
Mägenwil,Ledig,932,Gemeinde
Mägenwil,Verheiratet,920,Gemeinde
Mägenwil,Verwitwet,67,Gemeinde
Mägenwil,Geschieden,164,Gemeinde
Mellingen,Ledig,2300,Gemeinde
Mellingen,Verheiratet,2459,Gemeinde
Mellingen,Verwitwet,183,Gemeinde
Mellingen,Geschieden,401,Gemeinde
Neuenhof,Ledig,3731,Gemeinde
Neuenhof,Verheiratet,4002,Gemeinde
Neuenhof,Verwitwet,348,Gemeinde
Neuenhof,Geschieden,737,Gemeinde
Niederrohrdorf,Ledig,1510,Gemeinde
Niederrohrdorf,Verheiratet,1732,Gemeinde
Niederrohrdorf,Verwitwet,146,Gemeinde
Niederrohrdorf,Geschieden,305,Gemeinde
Oberrohrdorf,Ledig,1537,Gemeinde
Oberrohrdorf,Verheiratet,1964,Gemeinde
Oberrohrdorf,Verwitwet,202,Gemeinde
Oberrohrdorf,Geschieden,329,Gemeinde
Obersiggenthal,Ledig,3433,Gemeinde
Obersiggenthal,Verheiratet,4069,Gemeinde
Obersiggenthal,Verwitwet,464,Gemeinde
Obersiggenthal,Geschieden,624,Gemeinde
Remetschwil,Ledig,828,Gemeinde
Remetschwil,Verheiratet,991,Gemeinde
Remetschwil,Verwitwet,73,Gemeinde
Remetschwil,Geschieden,149,Gemeinde
Spreitenbach,Ledig,4601,Gemeinde
Spreitenbach,Verheiratet,5381,Gemeinde
Spreitenbach,Verwitwet,426,Gemeinde
Spreitenbach,Geschieden,845,Gemeinde
Stetten (AG),Ledig,971,Gemeinde
Stetten (AG),Verheiratet,944,Gemeinde
Stetten (AG),Verwitwet,61,Gemeinde
Stetten (AG),Geschieden,163,Gemeinde
Turgi,Ledig,1376,Gemeinde
Turgi,Verheiratet,1213,Gemeinde
Turgi,Verwitwet,139,Gemeinde
Turgi,Geschieden,260,Gemeinde
Untersiggenthal,Ledig,3017,Gemeinde
Untersiggenthal,Verheiratet,3282,Gemeinde
Untersiggenthal,Verwitwet,311,Gemeinde
Untersiggenthal,Geschieden,551,Gemeinde
Wettingen,Ledig,8805,Gemeinde
Wettingen,Verheiratet,8580,Gemeinde
Wettingen,Verwitwet,1169,Gemeinde
Wettingen,Geschieden,1744,Gemeinde
Wohlenschwil,Ledig,636,Gemeinde
Wohlenschwil,Verheiratet,693,Gemeinde
Wohlenschwil,Verwitwet,72,Gemeinde
Wohlenschwil,Geschieden,109,Gemeinde
Würenlingen,Ledig,1886,Gemeinde
Würenlingen,Verheiratet,2166,Gemeinde
Würenlingen,Verwitwet,186,Gemeinde
Würenlingen,Geschieden,339,Gemeinde
Würenlos,Ledig,2570,Gemeinde
Würenlos,Verheiratet,2937,Gemeinde
Würenlos,Verwitwet,218,Gemeinde
Würenlos,Geschieden,475,Gemeinde
Ehrendingen,Ledig,1994,Gemeinde
Ehrendingen,Verheiratet,2193,Gemeinde
Ehrendingen,Verwitwet,199,Gemeinde
Ehrendingen,Geschieden,357,Gemeinde
Bezirk Bremgarten,Ledig,31288,Bezirk
Bezirk Bremgarten,Verheiratet,33957,Bezirk
Bezirk Bremgarten,Verwitwet,3230,Bezirk
Bezirk Bremgarten,Geschieden,6124,Bezirk
Arni (AG),Ledig,753,Gemeinde
Arni (AG),Verheiratet,891,Gemeinde
Arni (AG),Verwitwet,63,Gemeinde
Arni (AG),Geschieden,142,Gemeinde
Berikon,Ledig,1939,Gemeinde
Berikon,Verheiratet,2032,Gemeinde
Berikon,Verwitwet,189,Gemeinde
Berikon,Geschieden,448,Gemeinde
Bremgarten (AG),Ledig,3470,Gemeinde
Bremgarten (AG),Verheiratet,3232,Gemeinde
Bremgarten (AG),Verwitwet,336,Gemeinde
Bremgarten (AG),Geschieden,737,Gemeinde
Büttikon,Ledig,374,Gemeinde
Büttikon,Verheiratet,471,Gemeinde
Büttikon,Verwitwet,37,Gemeinde
Büttikon,Geschieden,96,Gemeinde
Dottikon,Ledig,1672,Gemeinde
Dottikon,Verheiratet,1732,Gemeinde
Dottikon,Verwitwet,164,Gemeinde
Dottikon,Geschieden,289,Gemeinde
Eggenwil,Ledig,358,Gemeinde
Eggenwil,Verheiratet,459,Gemeinde
Eggenwil,Verwitwet,45,Gemeinde
Eggenwil,Geschieden,84,Gemeinde
Fischbach-Göslikon,Ledig,712,Gemeinde
Fischbach-Göslikon,Verheiratet,720,Gemeinde
Fischbach-Göslikon,Verwitwet,66,Gemeinde
Fischbach-Göslikon,Geschieden,128,Gemeinde
Hägglingen,Ledig,1014,Gemeinde
Hägglingen,Verheiratet,1098,Gemeinde
Hägglingen,Verwitwet,113,Gemeinde
Hägglingen,Geschieden,194,Gemeinde
Jonen,Ledig,851,Gemeinde
Jonen,Verheiratet,974,Gemeinde
Jonen,Verwitwet,57,Gemeinde
Jonen,Geschieden,137,Gemeinde
Niederwil (AG),Ledig,1224,Gemeinde
Niederwil (AG),Verheiratet,1241,Gemeinde
Niederwil (AG),Verwitwet,85,Gemeinde
Niederwil (AG),Geschieden,211,Gemeinde
Oberlunkhofen,Ledig,774,Gemeinde
Oberlunkhofen,Verheiratet,902,Gemeinde
Oberlunkhofen,Verwitwet,83,Gemeinde
Oberlunkhofen,Geschieden,165,Gemeinde
Oberwil-Lieli,Ledig,891,Gemeinde
Oberwil-Lieli,Verheiratet,1059,Gemeinde
Oberwil-Lieli,Verwitwet,86,Gemeinde
Oberwil-Lieli,Geschieden,177,Gemeinde
Rudolfstetten-Friedlisberg,Ledig,1809,Gemeinde
Rudolfstetten-Friedlisberg,Verheiratet,2044,Gemeinde
Rudolfstetten-Friedlisberg,Verwitwet,188,Gemeinde
Rudolfstetten-Friedlisberg,Geschieden,363,Gemeinde
Sarmenstorf,Ledig,1275,Gemeinde
Sarmenstorf,Verheiratet,1254,Gemeinde
Sarmenstorf,Verwitwet,97,Gemeinde
Sarmenstorf,Geschieden,179,Gemeinde
Tägerig,Ledig,625,Gemeinde
Tägerig,Verheiratet,675,Gemeinde
Tägerig,Verwitwet,54,Gemeinde
Tägerig,Geschieden,101,Gemeinde
Uezwil,Ledig,202,Gemeinde
Uezwil,Verheiratet,224,Gemeinde
Uezwil,Verwitwet,14,Gemeinde
Uezwil,Geschieden,22,Gemeinde
Unterlunkhofen,Ledig,562,Gemeinde
Unterlunkhofen,Verheiratet,603,Gemeinde
Unterlunkhofen,Verwitwet,38,Gemeinde
Unterlunkhofen,Geschieden,95,Gemeinde
Villmergen,Ledig,3092,Gemeinde
Villmergen,Verheiratet,3105,Gemeinde
Villmergen,Verwitwet,298,Gemeinde
Villmergen,Geschieden,526,Gemeinde
Widen,Ledig,1358,Gemeinde
Widen,Verheiratet,1704,Gemeinde
Widen,Verwitwet,176,Gemeinde
Widen,Geschieden,333,Gemeinde
Wohlen (AG),Ledig,6247,Gemeinde
Wohlen (AG),Verheiratet,7244,Gemeinde
Wohlen (AG),Verwitwet,828,Gemeinde
Wohlen (AG),Geschieden,1281,Gemeinde
Zufikon,Ledig,1811,Gemeinde
Zufikon,Verheiratet,2017,Gemeinde
Zufikon,Verwitwet,199,Gemeinde
Zufikon,Geschieden,352,Gemeinde
Islisberg,Ledig,275,Gemeinde
Islisberg,Verheiratet,276,Gemeinde
Islisberg,Verwitwet,14,Gemeinde
Islisberg,Geschieden,64,Gemeinde
Bezirk Brugg,Ledig,20671,Bezirk
Bezirk Brugg,Verheiratet,22965,Bezirk
Bezirk Brugg,Verwitwet,2219,Bezirk
Bezirk Brugg,Geschieden,3811,Bezirk
Auenstein,Ledig,627,Gemeinde
Auenstein,Verheiratet,727,Gemeinde
Auenstein,Verwitwet,68,Gemeinde
